Component,MW,RD (m),hh (m),mass (kg),cost ($),model,source,note,OEM,outlier?,US market model?
rotor,0.6,41,42.3,6500,,AN Bonus 600/41,https://en.wind-turbine-models.com/turbines/123-an-bonus-600-41,,AN Bonus,No,No
rotor,0.6,44,45,6500,,ecotÃ¨cnia ECO 44/600,https://en.wind-turbine-models.com/turbines/790-ecot-cnia-eco-44-600,,ecotÃ¨cnia,No,No
rotor,0.7,48,45,6500,,ecotÃ¨cnia ECO 48/700,https://en.wind-turbine-models.com/turbines/958-ecot-cnia-eco-48-700,,ecotÃ¨cnia,No,No
rotor,0.75,48,45,6500,,ecotÃ¨cnia ECO 48/750,https://en.wind-turbine-models.com/turbines/791-ecot-cnia-eco-48-750,,ecotÃ¨cnia,No,No
rotor,1,45,60,6000,,STORK NEWECS-45,https://en.wind-turbine-models.com/turbines/1032-stork-newecs-45,,STORK,No,No
rotor,0.15,27,31,5700,,Wind World W2700,https://en.wind-turbine-models.com/turbines/238-wind-world-w2700,,Wind World,No,No
rotor,0.15,28,30,5700,,Wind World W2800/150,https://en.wind-turbine-models.com/turbines/723-wind-world-w2800-150,,Wind World,No,No
rotor,0.2,38.1,30.5,5500,,NASA MOD-0A Westinghouse,https://en.wind-turbine-models.com/turbines/1366-nasa-mod-0a-westinghouse,,NASA,No,No
rotor,0.25,31,31,5500,,NedWind NW 31-3/250,https://en.wind-turbine-models.com/turbines/2614-nedwind-nw-31-3-250,,NedWind,No,No
rotor,0.2,29.8,30,5500,,NEPC SRC 29.8-200,https://en.wind-turbine-models.com/turbines/460-nepc-src-29-8-200,,NEPC,No,No
rotor,0.225,29.8,30,5500,,NEPC SRC 29.8-225,https://en.wind-turbine-models.com/turbines/461-nepc-src-29-8-225,,NEPC,No,No
rotor,0.25,31,30,5500,,NEPC SRC 31-250,https://en.wind-turbine-models.com/turbines/462-nepc-src-31-250,,NEPC,No,No
rotor,0.25,31,30,5500,,SRC Green Power SRC 31-250,https://en.wind-turbine-models.com/turbines/463-src-green-power-src-31-250,,SRC Green Power,No,No
rotor,0.2,31,36,5500,,WESPA 200/31,https://en.wind-turbine-models.com/turbines/1550-wespa-200-31,,WESPA,No,No
rotor,0.33,31,25,5400,,James Howden HWP-330-31,https://en.wind-turbine-models.com/turbines/361-james-howden-hwp-330-31,,James Howden,No,No
rotor,0.15,27,30,5400,,Nordex N27/150,https://en.wind-turbine-models.com/turbines/24-nordex-n27-150,,Nordex,No,No
rotor,0.2,29.1,30,5300,,Norwin 29 STALL 200,https://en.wind-turbine-models.com/turbines/2353-norwin-29-stall-200,,Norwin,No,No
rotor,0.225,29.1,30,5300,,Norwin 29 STALL 225,https://en.wind-turbine-models.com/turbines/226-norwin-29-stall-225,,Norwin,No,Yes
rotor,0.2,29.8,36,5300,,WESPA 200/29,https://en.wind-turbine-models.com/turbines/1549-wespa-200-29,,WESPA,No,No
rotor,0.16,23,22.5,5000,,Danwin Danwin 23/160,https://en.wind-turbine-models.com/turbines/599-danwin-danwin-23-160,,Danwin,No,Yes
rotor,0.6,48,50,5000,,Elecon T600-48 Dual speed,https://en.wind-turbine-models.com/turbines/444-elecon-t600-48-dual-speed,,Elecon,No,No
rotor,0.4,21.5,24.5,5000,,Fayette Model 400,https://en.wind-turbine-models.com/turbines/2730-fayette-model-400,,Fayette,No,No
rotor,0.3,33,41.5,5000,,Komaihaltec KWT300,https://en.wind-turbine-models.com/turbines/1878-komaihaltec-kwt300,,Komaihaltec,No,No
rotor,0.225,27,30,5000,,Norwin 27 STALL 225,https://en.wind-turbine-models.com/turbines/2356-norwin-27-stall-225,,Norwin,No,No
rotor,0.055,14,23,5000,,Ryse Energy N-55 Vertical Axis,https://en.wind-turbine-models.com/turbines/2587-ryse-energy-n-55-vertical-axis,,Ryse Energy,No,No
rotor,0.27,31.4,41.7,5000,,SÃ¼dwind N 3127,https://en.wind-turbine-models.com/turbines/30-suedwind-n-3127,,SÃ¼dwind,No,No
rotor,0.22,25,31,5000,,Wind World W2500,https://en.wind-turbine-models.com/turbines/239-wind-world-w2500,,Wind World,No,No
rotor,0.25,29.2,31,5000,,Wind World W3000/250,https://en.wind-turbine-models.com/turbines/379-wind-world-w3000-250,,Wind World,No,Yes
rotor,0.225,33,30,4900,,Aeronautica 33-225,https://en.wind-turbine-models.com/turbines/498-aeronautica-33-225,,Aeronautica,No,No
rotor,0.25,25.5,31.5,4900,,Dencon Tornado 250/26,https://en.wind-turbine-models.com/turbines/180-dencon-tornado-250-26,,Dencon,No,No
rotor,0.225,29,30,4800,,Aeronautica 29-225,https://en.wind-turbine-models.com/turbines/497-aeronautica-29-225,,Aeronautica,No,No
rotor,0.25,26,30,4800,,Micon M 530,https://en.wind-turbine-models.com/turbines/257-micon-m-530,,Micon,No,No
rotor,0.25,25,29,4500,,Newinco 25 PI 250,https://en.wind-turbine-models.com/turbines/331-newinco-25-pi-250,,Newinco,No,No
rotor,0.25,29.6,50,4300,,CWEL C 30 / 250 KW,https://en.wind-turbine-models.com/turbines/443-cwel-c-30-250-kw,,CWEL,No,No
rotor,0.25,31,31,4200,,NedWind NW 31-2/250,https://en.wind-turbine-models.com/turbines/2613-nedwind-nw-31-2-250,,NedWind,No,No
rotor,0.25,29.7,36,4200,,Nordex N29,https://en.wind-turbine-models.com/turbines/56-nordex-n29,,Nordex,No,No
rotor,1,59,60,4200,,Nordic Windpower Co. N1000,https://en.wind-turbine-models.com/turbines/1088-nordic-windpower-co-n1000,,Nordic Windpower Co.,No,No
rotor,0.25,30,30,4200,,WTN Wind TechnikNord WTN 250/30,https://en.wind-turbine-models.com/turbines/1273-wtn-wind-techniknord-wtn-250-30,,WTN Wind TechnikNord,No,No
rotor,0.335,36,36,4000,,ADES ADES 335,https://en.wind-turbine-models.com/turbines/814-ades-ades-335,,ADES,No,No
rotor,0.25,35,35,4000,,C&F CF 250,https://en.wind-turbine-models.com/turbines/1797-c-f-cf-250,,C&F,No,No
rotor,0.41,33,25,4000,,Kenetech 33 M-VS,https://en.wind-turbine-models.com/turbines/975-kenetech-33-m-vs,,Kenetech,No,No
rotor,0.2,24,30,4000,,Micon M 450,https://en.wind-turbine-models.com/turbines/256-micon-m-450,,Micon,No,No
rotor,0.175,26,30,4000,,Micon M 530-175,https://en.wind-turbine-models.com/turbines/727-micon-m-530-175,,Micon,No,No
rotor,0.5,33.2,29,4000,,Windflow 33-500,https://en.wind-turbine-models.com/turbines/721-windflow-33-500,,Windflow,No,No
rotor,0.25,25,28.5,4000,,Windey WD25-250,https://en.wind-turbine-models.com/turbines/1238-windey-wd25-250,,Windey,No,No
rotor,0.25,30,30,3900,,Siva 250/50,https://en.wind-turbine-models.com/turbines/477-siva-250-50,,Siva,No,Yes
rotor,0.3,25,22.6,3900,,WindMaster / HMZ WM 300/25,https://en.wind-turbine-models.com/turbines/2194-windmaster-hmz-wm-300-25,,WindMaster / HMZ,No,No
rotor,0.28,29.6,50,3800,,Enercon E-30,https://en.wind-turbine-models.com/turbines/376-enercon-e-30,,Enercon,No,No
rotor,0.2,36,31,3600,,ADES ADES 200,https://en.wind-turbine-models.com/turbines/339-ades-ades-200,,ADES,No,No
rotor,0.25,30,30,3600,,WES 30/250,https://en.wind-turbine-models.com/turbines/923-wes-30-250,,WES,No,No
rotor,0.2,23,30,3500,,AWP A/S AWP 200/23,https://en.wind-turbine-models.com/turbines/1872-awp-a-s-awp-200-23,,AWP A/S,No,No
rotor,0.3,33.4,30,3500,,AN Bonus 300/33,https://en.wind-turbine-models.com/turbines/112-an-bonus-300-33,,AN Bonus,No,No
rotor,0.3,33.4,30,3500,,Bonus B33/300,https://en.wind-turbine-models.com/turbines/711-bonus-b33-300,,Bonus,No,No
rotor,0.225,27,30,3500,,Danwin Danwin 27/225,https://en.wind-turbine-models.com/turbines/1642-danwin-danwin-27-225,,Danwin,No,No
rotor,0.225,27,30,3500,,GET Danwin 225/27,https://en.wind-turbine-models.com/turbines/682-get-danwin-225-27,,GET Danwin,No,No
rotor,0.108,18.9,24.4,3500,,Micon 108 US,https://en.wind-turbine-models.com/turbines/588-micon-108-us,,Micon,No,No
rotor,0.06,29,26.5,3200,,ADES ADES 60,https://en.wind-turbine-models.com/turbines/812-ades-ades-60,,ADES,No,No
rotor,0.1,29,27.5,3200,,ADES ADES 100,https://en.wind-turbine-models.com/turbines/813-ades-ades-100,,ADES,No,No
rotor,0.2,25,30,3200,,Vestas V25,https://en.wind-turbine-models.com/turbines/276-vestas-v25,,Vestas,No,No
rotor,0.007,15.6,25,3000,,Mandt Wodan,https://en.wind-turbine-models.com/turbines/1556-mandt-wodan,,Mandt,No,No
rotor,0.1,17,19,3000,,AWP AWP 56-100,https://en.wind-turbine-models.com/turbines/976-awp-awp-56-100,,AWP,No,No
rotor,0.15,23,30,3000,,Bonus B23/150 Konisk RÃ¸rtÃ¥rn,https://en.wind-turbine-models.com/turbines/190-bonus-b23-150-konisk-r-rt-rn,,Bonus,No,No
rotor,0.18,23.2,30,3000,,Danwin Danwin 23,https://en.wind-turbine-models.com/turbines/221-danwin-danwin-23,,Danwin,No,No
rotor,0.18,24,30,3000,,Danwin Danwin 24/180,https://en.wind-turbine-models.com/turbines/1470-danwin-danwin-24-180,,Danwin,No,No
rotor,0.1075,17,18,3000,,Fly-Tech Ð²ÐµÑ‚Ñ€Ð¾Ñ‚ÑƒÑ€Ð±Ð¸Ð½ 56-100,https://en.wind-turbine-models.com/turbines/140-fly-tech-56-100,,Fly-Tech Ð²ÐµÑ‚Ñ€Ð¾Ñ‚ÑƒÑ€Ð±Ð¸Ð½,No,No
rotor,0.2,22,22,3000,,James Howden HWP-200,https://en.wind-turbine-models.com/turbines/1386-james-howden-hwp-200,,James Howden,No,No
rotor,0.3,22,22,3000,,James Howden HWP-300,https://en.wind-turbine-models.com/turbines/1384-james-howden-hwp-300,,James Howden,No,No
rotor,0.3,30,41.5,3000,,Mitsubishi MWT-300G,https://en.wind-turbine-models.com/turbines/2505-mitsubishi-mwt-300g,,Mitsubishi,No,No
rotor,0.3,26.5,22,3000,,STORK NEWECS-25,https://en.wind-turbine-models.com/turbines/1031-stork-newecs-25,,STORK,No,No
rotor,0.1,17,18,3000,,USW U.S. Windpower 56-100,https://en.wind-turbine-models.com/turbines/536-usw-u-s-windpower-56-100,,USW U.S. Windpower,No,No
rotor,0.275,32,32,3000,,Vergnet GEV MP R 275/32,https://en.wind-turbine-models.com/turbines/436-vergnet-gev-mp-r-275-32,,Vergnet,No,No
rotor,0.15,23.2,29.7,3000,,Wind World W2320/150,https://en.wind-turbine-models.com/turbines/237-wind-world-w2320-150,,Wind World,No,No
rotor,0.16,23.2,29.7,3000,,Wind World W2320/160,https://en.wind-turbine-models.com/turbines/242-wind-world-w2320-160,,Wind World,No,No
rotor,0.225,27,30,2900,,ACSA A27/225,https://en.wind-turbine-models.com/turbines/817-acsa-a27-225,,ACSA,No,No
rotor,0.225,29,31.5,2900,,ACSA A29/225,https://en.wind-turbine-models.com/turbines/2376-acsa-a29-225,,ACSA,No,No
rotor,0.225,27,30,2900,,Vestas V27,https://en.wind-turbine-models.com/turbines/274-vestas-v27,,Vestas,No,Yes
rotor,0.1,21,35,2800,,FuhrlÃ¤nder FL 100 astOs,https://en.wind-turbine-models.com/turbines/279-fuhrlaender-fl-100-astos,,FuhrlÃ¤nder,No,No
rotor,0.25,28.5,40,2800,,Shriram 250 T,https://en.wind-turbine-models.com/turbines/449-shriram-250-t,,Shriram,No,No
rotor,0.045,12.5,24,2800,,Tacke TW 45,https://en.wind-turbine-models.com/turbines/1398-tacke-tw-45,,Tacke,No,No
rotor,0.5,40.3,42,2700,,Enercon E-40/5.40,https://en.wind-turbine-models.com/turbines/67-enercon-e-40-5-40,,Enercon,No,Yes
rotor,0.11,19.2,24,2600,,DWP D110/19,https://en.wind-turbine-models.com/turbines/1388-dwp-d110-19,,DWP,No,No
rotor,0.06,22.3,30,2600,,Greenstorm GS 21 S,https://en.wind-turbine-models.com/turbines/1675-greenstorm-gs-21-s,,Greenstorm,No,No
rotor,0.12,20.8,24,2600,,Wind World W2080,https://en.wind-turbine-models.com/turbines/241-wind-world-w2080,,Wind World,No,No
rotor,0.15,23.8,23,2500,,Bonus B23/150 Nacelle,https://en.wind-turbine-models.com/turbines/187-bonus-b23-150-nacelle,,Bonus,No,No
rotor,0.25,27,36,2500,,Lagerwey LW 27/250,https://en.wind-turbine-models.com/turbines/378-lagerwey-lw-27-250,,Lagerwey,No,No
rotor,0.0599,26,30,2400,,Tozzi Green Victory 26-60,https://en.wind-turbine-models.com/turbines/1601-tozzi-green-victory-26-60,,Tozzi Green,No,No
rotor,0.275,32,55,2400,,Vergnet GEV MP C 275/32,https://en.wind-turbine-models.com/turbines/437-vergnet-gev-mp-c-275-32,,Vergnet,No,No
rotor,0.09,18.8,23.2,2400,,Vestas V19-90,https://en.wind-turbine-models.com/turbines/1700-vestas-v19-90,,Vestas,No,No
rotor,0.25,29.5,42,2300,,FuhrlÃ¤nder FL 250,https://en.wind-turbine-models.com/turbines/280-fuhrlaender-fl-250,,FuhrlÃ¤nder,No,Yes
rotor,0.0599,25.4,30,2000,,C&F CF 60,https://en.wind-turbine-models.com/turbines/1794-c-f-cf-60,,C&F,No,No
rotor,0.075,25.4,30,2000,,C&F CF 75,https://en.wind-turbine-models.com/turbines/1796-c-f-cf-75,,C&F,No,No
rotor,0.3,30,45,2000,,Carter CWT 300,https://en.wind-turbine-models.com/turbines/504-carter-cwt-300,,Carter,No,No
rotor,0.22,26,50,2000,,Vergnet GEV 220/26,https://en.wind-turbine-models.com/turbines/433-vergnet-gev-220-26,,Vergnet,No,No
rotor,0.09,18.6,22.5,1800,,AWP A/S AWP 90/18,https://en.wind-turbine-models.com/turbines/1870-awp-a-s-awp-90-18,,AWP A/S,No,No
rotor,0.1,34,22.3,1800,,Allgaier StGW-34,https://en.wind-turbine-models.com/turbines/144-allgaier-stgw-34,,Allgaier,No,No
rotor,0.1,20,24,1700,,ACSA A20/100,https://en.wind-turbine-models.com/turbines/2374-acsa-a20-100,,ACSA,No,No
rotor,0.075,15.3,24,1700,,DWP D75/15,https://en.wind-turbine-models.com/turbines/1387-dwp-d75-15,,DWP,No,No
rotor,0.1,20,24,1700,,Vestas V20,https://en.wind-turbine-models.com/turbines/618-vestas-v20,,Vestas,No,No
rotor,0.12,20,23.4,1700,,Vestas V20-120,https://en.wind-turbine-models.com/turbines/2707-vestas-v20-120,,Vestas,No,Yes
rotor,0.5,36.6,45,1600,,Carter CWT 500,https://en.wind-turbine-models.com/turbines/505-carter-cwt-500,,Carter,No,No
rotor,0.06,21.5,30,1500,,DeimosWind DT 2160,https://en.wind-turbine-models.com/turbines/705-deimoswind-dt-2160,,DeimosWind,No,No
rotor,0.06,21.5,30,1500,,DeimosWind DT 2169,https://en.wind-turbine-models.com/turbines/702-deimoswind-dt-2169,,DeimosWind,No,No
rotor,0.055,16.6,22,1500,,NEPC SRC 16.6-55,https://en.wind-turbine-models.com/turbines/459-nepc-src-16-6-55,,NEPC,No,No
rotor,0.08,17,23.4,1300,,Tellus T-1780,https://en.wind-turbine-models.com/turbines/673-tellus-t-1780,,Tellus,No,No
rotor,0.075,17,18,1300,,Windmatic WM 17s-75,https://en.wind-turbine-models.com/turbines/177-windmatic-wm-17s-75,,Windmatic,No,No
rotor,0.075,17,18,1300,,Windmatic WM 17-75,https://en.wind-turbine-models.com/turbines/683-windmatic-wm-17-75,,Windmatic,No,Yes
rotor,0.095,17,18,1300,,Windmatic WM 17s-95,https://en.wind-turbine-models.com/turbines/590-windmatic-wm-17s-95,,Windmatic,No,No
rotor,0.075,17,23,1200,,AERODAN 75/15,https://en.wind-turbine-models.com/turbines/1378-aerodan-75-15,,AERODAN,No,No
rotor,0.075,15.2,22.5,1200,,AeroTech A/S AEROTECH 15-75,https://en.wind-turbine-models.com/turbines/1871-aerotech-a-s-aerotech-15-75,,AeroTech A/S,No,No
rotor,0.08,17,23,1200,,Dencon 80/17,https://en.wind-turbine-models.com/turbines/2351-dencon-80-17,,Dencon,No,No
rotor,0.095,17,23,1200,,Dencon 95/17,https://en.wind-turbine-models.com/turbines/2350-dencon-95-17,,Dencon,No,No
rotor,0.11,22,25.2,1200,,Seewind S 20 110,https://en.wind-turbine-models.com/turbines/38-seewind-s-20-110,,Seewind,No,No
rotor,0.08,18,18,1100,,WES 18/80,https://en.wind-turbine-models.com/turbines/925-wes-18-80,,WES,No,No
rotor,0.1,17.9,18,1100,,WES 18/100,https://en.wind-turbine-models.com/turbines/924-wes-18-100,,WES,No,Yes
rotor,0.05,20,15,1100,,WES 20/50,https://en.wind-turbine-models.com/turbines/926-wes-20-50,,WES,No,No
rotor,,1,1,1000,,boneyards boneyards,https://en.wind-turbine-models.com/turbines/781-boneyards-boneyards,,boneyards,No,No
rotor,0.075,10.3,12,1000,,Fayette Windway 34-75 IIS,https://en.wind-turbine-models.com/turbines/521-fayette-windway-34-75-iis,,Fayette,No,No
rotor,0.095,10.3,12.2,1000,,Fayette 34-95-IIS,https://en.wind-turbine-models.com/turbines/2731-fayette-34-95-iis,,Fayette,No,No
rotor,0.057,19,19,900,,Aria Libellula 55+,https://en.wind-turbine-models.com/turbines/1634-aria-libellula-55,,Aria,No,No
rotor,0.055,18,25,900,,Aria Libellula 55kW,https://en.wind-turbine-models.com/turbines/1099-aria-libellula-55kw,,Aria,No,No
rotor,0.06,19,19,900,,Aria Libellula 60i,https://en.wind-turbine-models.com/turbines/1633-aria-libellula-60i,,Aria,No,No
rotor,0.018,9.5,9,900,,Krampitz KK,https://en.wind-turbine-models.com/turbines/1442-krampitz-kk,,Krampitz,No,No
rotor,0.08,18,32,900,,Lagerwey LW 18/80,https://en.wind-turbine-models.com/turbines/79-lagerwey-lw-18-80,,Lagerwey,No,No
rotor,0.3,29.2,50,900,,USA Solar & Wind Cannon Wind Eagle 300/30,https://en.wind-turbine-models.com/turbines/2706-usa-solar-wind-cannon-wind-eagle-300-30,,USA Solar & Wind,No,No
rotor,0.01,4.7,9.7,800,,Kessler SPINWIND,https://en.wind-turbine-models.com/turbines/1043-kessler-spinwind,,Kessler,No,No
rotor,0.3,30,30,800,,Polenko WPS 30,https://en.wind-turbine-models.com/turbines/2601-polenko-wps-30,,Polenko,No,No
rotor,0.0034,3.8,8.89,700,,ENESSERE S.r.l. Hercules,https://en.wind-turbine-models.com/turbines/1757-enessere-s-r-l-hercules,,ENESSERE S.r.l.,No,No
rotor,0.0034,3.8,8.89,700,,ENESSERE S.r.l. Pegasus,https://en.wind-turbine-models.com/turbines/1758-enessere-s-r-l-pegasus,,ENESSERE S.r.l.,No,No
rotor,0.05,13.5,18.5,700,,FIAT ENEL FIAT,https://en.wind-turbine-models.com/turbines/1868-fiat-enel-fiat,,FIAT,No,No
rotor,0.225,20.6,48.8,600,,Carter CWT 225,https://en.wind-turbine-models.com/turbines/2714-carter-cwt-225,,Carter,No,No
rotor,0.055,15.2,18,600,,Coemi 55/15,https://en.wind-turbine-models.com/turbines/1434-coemi-55-15,,Coemi,No,No
rotor,0.06,15,20,600,,James Howden HWP-60,https://en.wind-turbine-models.com/turbines/1385-james-howden-hwp-60,,James Howden,No,No
rotor,0.045,12,12,600,,SchÃ¶nball Energie NOAH 10/45 kW,https://en.wind-turbine-models.com/turbines/1441-schoenball-energie-noah-10-45-kw,,SchÃ¶nball Energie,No,No
rotor,0.052,16.4,18,500,,EOLYS METRONOME 55,https://en.wind-turbine-models.com/turbines/1803-eolys-metronome-55,,EOLYS,No,No
rotor,0.03,12.8,18,500,,FuhrlÃ¤nder FL 30,https://en.wind-turbine-models.com/turbines/278-fuhrlaender-fl-30,,FuhrlÃ¤nder,No,No
rotor,0.003,4,4.2,500,,Hi-VAWT DS-3000W,https://en.wind-turbine-models.com/turbines/1044-hi-vawt-ds-3000w,,Hi-VAWT,No,No
rotor,0.03,13,30.5,500,,KÃ¤hler Maschinenbau KANO Rotor,https://en.wind-turbine-models.com/turbines/251-kaehler-maschinenbau-kano-rotor,,KÃ¤hler Maschinenbau,No,No
rotor,0.25,30,40,500,,Lagerwey LW 30/250,https://en.wind-turbine-models.com/turbines/380-lagerwey-lw-30-250,,Lagerwey,No,No
rotor,0.011,12.5,11.6,500,,RCE - Energy RCE-T1,https://en.wind-turbine-models.com/turbines/2762-rce-energy-rce-t1,,RCE - Energy,No,No
rotor,0.05,15,30,500,,Seaforth Energy AOC15/50,https://en.wind-turbine-models.com/turbines/513-seaforth-energy-aoc15-50,,Seaforth Energy,No,Yes
rotor,0.025,16,15,500,,Solid Wind SWP-25 / 16,https://en.wind-turbine-models.com/turbines/2747-solid-wind-swp-25-16,,Solid Wind,No,No
rotor,0.08,16.5,16.2,400,,Dynergy American Windshark 80,https://en.wind-turbine-models.com/turbines/511-dynergy-american-windshark-80,,Dynergy,No,No
rotor,0.0105,6.1,16,400,,enair 160,https://en.wind-turbine-models.com/turbines/1485-enair-160,,enair,No,No
rotor,0.06,17.8,24,400,,EolArt EOL-CK-60,https://en.wind-turbine-models.com/turbines/685-eolart-eol-ck-60,,EolArt,No,No
rotor,0.0198,14,18,400,,Solid Wind SWP-19.8,https://en.wind-turbine-models.com/turbines/1474-solid-wind-swp-19-8,,Solid Wind,No,No
rotor,0.02,14,18,400,,Solid Wind SWP-20,https://en.wind-turbine-models.com/turbines/1475-solid-wind-swp-20,,Solid Wind,No,No
rotor,0.025,14,18,400,,Solid Wind SWP-25 / 14,https://en.wind-turbine-models.com/turbines/995-solid-wind-swp-25-14,,Solid Wind,No,No
rotor,0.01,10,14,400,,Windkraft-Zentrale elektrOmat 10kW / 3 blade version,https://en.wind-turbine-models.com/turbines/2285-windkraft-zentrale-elektromat-10kw-3-blade-version,,Windkraft-Zentrale,No,No
rotor,0.02,10,14,400,,Windkraft-Zentrale elektrOmat 20kW,https://en.wind-turbine-models.com/turbines/1580-windkraft-zentrale-elektromat-20kw,,Windkraft-Zentrale,No,No
rotor,0.025,10.4,14.5,400,,Windkraft-Zentrale elektrOmat 25kW,https://en.wind-turbine-models.com/turbines/921-windkraft-zentrale-elektromat-25kw,,Windkraft-Zentrale,No,No
rotor,0.015,9,18.6,300,,DWT Danish Wind Tech Windane 9,https://en.wind-turbine-models.com/turbines/1368-dwt-danish-wind-tech-windane-9,,DWT Danish Wind Tech,No,No
rotor,0.0185,9.6,18.6,300,,DWT Danish Wind Tech Windane 10,https://en.wind-turbine-models.com/turbines/1390-dwt-danish-wind-tech-windane-10,,DWT Danish Wind Tech,No,No
rotor,0.03,12,24,300,,Enercon E-12,https://en.wind-turbine-models.com/turbines/732-enercon-e-12,,Enercon,No,No
rotor,0.003,2.2,4.4,300,,LuvSide Helix 3.0,https://en.wind-turbine-models.com/turbines/2519-luvside-helix-3-0,,LuvSide,No,No
rotor,0.0099,13.2,14.6,300,,Tozzi Green TN 535,https://en.wind-turbine-models.com/turbines/681-tozzi-green-tn-535,,Tozzi Green,No,No
rotor,0.0051,5.5,,300,,Zephyr Z-9000,https://en.wind-turbine-models.com/turbines/2503-zephyr-z-9000,,Zephyr,No,No
rotor,0.006,10,9.89,200,,Allgaier WE 10/G6,https://en.wind-turbine-models.com/turbines/145-allgaier-we-10-g6,,Allgaier,No,No
rotor,0.0055,4.3,,200,,enair 70 PRO,https://en.wind-turbine-models.com/turbines/1660-enair-70-pro,,enair,No,No
rotor,0.01,9,11,200,,EOLYS METRONOME 12 KW,https://en.wind-turbine-models.com/turbines/1802-eolys-metronome-12-kw,,EOLYS,No,No
rotor,0.025,9.8,24.5,100,,Carter CWT 25,https://en.wind-turbine-models.com/turbines/503-carter-cwt-25,,Carter,No,No
rotor,0.003,3.8,,100,,enair 30 PRO,https://en.wind-turbine-models.com/turbines/1659-enair-30-pro,,enair,No,No
rotor,0.0023,2,12,100,,Home Energy V200,https://en.wind-turbine-models.com/turbines/2705-home-energy-v200,,Home Energy,No,No
rotor,0.015,8.4,17.6,100,,Ecovent 15kW,https://en.wind-turbine-models.com/turbines/918-ecovent-15kw,,Ecovent,No,No
rotor,0.0035,2.4,7.6,100,,SkyWolf Wind Solar Hybrid,https://en.wind-turbine-models.com/turbines/2058-skywolf-wind-solar-hybrid,,SkyWolf,No,No
rotor,0.005,5,12,100,,TWE-Tandem Wind Ener WindStream5,https://en.wind-turbine-models.com/turbines/2756-twe-tandem-wind-ener-windstream5,,TWE-Tandem Wind Ener,No,No
rotor,0.01,11.3,10,100,,Voith DFVLR 10kW,https://en.wind-turbine-models.com/turbines/931-voith-dfvlr-10kw,,Voith,No,No
rotor,0.01,10.5,9,0,,Goslich GT 10,https://en.wind-turbine-models.com/turbines/1445-goslich-gt-10,,Goslich,No,No
rotor,0.001,1.8,,0,,Zephyr Z-1000-24,https://en.wind-turbine-models.com/turbines/2501-zephyr-z-1000-24,,Zephyr,No,No
spinner,2.85,100,,800,,GE 3.X,GE 3.X technical documentation,,,No,No
tower,1.5,77,65,200000,,AAER A1500-77,https://en.wind-turbine-models.com/turbines/2158-aaer-a1500-77,,AAER,No,No
tower,1.5,70,60,135000,,Acciona AW-70/1500,https://en.wind-turbine-models.com/turbines/777-acciona-aw-70-1500,,Acciona,No,Yes
tower,1.5,77,60,135000,,Acciona AW-77/1500,https://en.wind-turbine-models.com/turbines/778-acciona-aw-77-1500,,Acciona,No,Yes
tower,1.5,82,80,135000,,Acciona AW-82/1500,https://en.wind-turbine-models.com/turbines/585-acciona-aw-82-1500,,Acciona,No,Yes
tower,3,100,100,1100000,,Acciona AW-100/3000,https://en.wind-turbine-models.com/turbines/142-acciona-aw-100-3000,,Acciona,No,Yes
tower,3,109,100,1100000,,Acciona AW-109/3000,https://en.wind-turbine-models.com/turbines/783-acciona-aw-109-3000,,Acciona,No,Yes
tower,3,116,100,1100000,,Acciona AW-116/3000,https://en.wind-turbine-models.com/turbines/784-acciona-aw-116-3000,,Acciona,No,Yes
tower,3,125,120,1100000,,Acciona AW-125/3000,https://en.wind-turbine-models.com/turbines/785-acciona-aw-125-3000,,Acciona,No,Yes
tower,1,56,60,80000,,Acowind A-63,https://en.wind-turbine-models.com/turbines/2423-acowind-a-63,,Acowind,No,No
tower,0.09,17,23.4,4300,,ACSA A17/90,https://en.wind-turbine-models.com/turbines/2373-acsa-a17-90,,ACSA,No,No
tower,0.1,20,24,5600,,ACSA A20/100,https://en.wind-turbine-models.com/turbines/2374-acsa-a20-100,,ACSA,No,No
tower,0.225,27,30,12000,,ACSA A27/225,https://en.wind-turbine-models.com/turbines/817-acsa-a27-225,,ACSA,No,No
tower,0.225,29,31.5,12000,,ACSA A29/225,https://en.wind-turbine-models.com/turbines/2376-acsa-a29-225,,ACSA,No,No
tower,0.06,29,26.5,9900,,ADES ADES 60,https://en.wind-turbine-models.com/turbines/812-ades-ades-60,,ADES,No,No
tower,0.1,29,27.5,9900,,ADES ADES 100,https://en.wind-turbine-models.com/turbines/813-ades-ades-100,,ADES,No,No
tower,0.2,36,31,5500,,ADES ADES 200,https://en.wind-turbine-models.com/turbines/339-ades-ades-200,,ADES,No,No
tower,0.335,36,36,16500,,ADES ADES 335,https://en.wind-turbine-models.com/turbines/814-ades-ades-335,,ADES,No,No
tower,0.09,18.6,22.5,8000,,AWP A/S AWP 90/18,https://en.wind-turbine-models.com/turbines/1870-awp-a-s-awp-90-18,,AWP A/S,No,No
tower,0.2,23,30,13000,,AWP A/S AWP 200/23,https://en.wind-turbine-models.com/turbines/1872-awp-a-s-awp-200-23,,AWP A/S,No,No
tower,0.03,11.7,14,700,,aerodyn aeolus 11,https://en.wind-turbine-models.com/turbines/1120-aerodyn-aeolus-11,,aerodyn,No,No
tower,0.075,17,23,6000,,AERODAN 75/15,https://en.wind-turbine-models.com/turbines/1378-aerodan-75-15,,AERODAN,No,No
